id,title,link,image_link,availability,price,mpn,description,condition
311420,Копчёный тофу,https://taplink.cc/vegandelivery/o/4c07c/,https://s.taplink.cc/p/a/c/3/4/1627608.jpg?0,in stock,140.00 RUB,PROFILE845465,"Очень вкусный копчёный тофу от Маллакто, масса нетто 400 гр. ",new
308090,Rocket Tonic,https://taplink.cc/vegandelivery/o/4b37a/,https://s.taplink.cc/p/1/3/4/5/1611736.jpg?0,in stock,150.00 RUB,PROFILE845465,"Абсолютно натуральный, освежающий, безалкогольный напиток с деликатной горчинкой. 4 вкуса на выбор.

Herbal - травяной
Hibiscus - с красным чаем каркаде и земляникой
Lavender - с лавандой и цветками клитории
Experimental - с яблоком

250 мл.",new
308087,Сгущенка Соевая от Volkomolko,https://taplink.cc/vegandelivery/o/4b377/,https://s.taplink.cc/p/3/1/8/f/1611725.jpg?0,in stock,160.00 RUB,PROFILE845465,"Густая и нежная, с перламутровым отливом, богатым вкусом и на 100% этичная, приготовленная из соевого молока. Используйте ее так же, как и традиционное сгущённое молоко: в десертах и выпечке, в кофе и чае, с печеньем и просто так, прямо из банки!

250 гр.

Состав: вода питьевая, сахар, молоко соевое сухое (соя, сироп мальтозный), масло подсолнечное рафинированное дезодорированное, мука пшеничная хлебопекарная высшего сорта, инулин, изолят белка соевого, соль морская, ароматизаторы идентичные натуральному.",new
308086,Копченый веганский сыр от Volkomolko.ru,https://taplink.cc/vegandelivery/o/4b376/,https://s.taplink.cc/p/9/d/8/5/1611723.jpg?0,in stock,280.00 RUB,PROFILE845465,"Сыр с самым ярким вкусом в линейке VolkoMolko. Пряный дымный аромат особенно насыщенно  раскрывается в горячих блюдах, в том числе в пицце. А благодаря плотной структуре сыр подходит для бутербродов и закусок. При нагревании тает.

280 гр.

Состав: вода питьевая, кокосовое масло, крахмал картофельный модифицированный (не ГМО), крахмал кукурузный, морская соль, изолят горохового белка, каррагинан (экстракт красных морских водорослей), сырные ароматизаторы (vegan), дрожжевой экстракт, кислота молочная (растительного происхождения), натуральный краситель бета-каротин.

",new
308085,Веганский сыр для Пиццы от Volkomolko,https://taplink.cc/vegandelivery/o/4b375/,https://s.taplink.cc/p/8/1/3/6/1611720.jpg?0,in stock,280.00 RUB,PROFILE845465,"Сыр “Для пиццы” - это приятный сырный аромат, специи и превосходная возможность плавления. Он имеет насыщенный, нежный вкус, приятную текстуру и замечательно дополнит пиццу, выпечку, пасту и соусы. Добавьте разнообразий и побалуйте близких вкуснейшими веганскими блюдами!

280 гр.

Состав: вода питьевая, масло кокосовое, крахмал картофельный модифицированный, крахмал кукурузный, изолят белка горохового, соль морская, загуститель каррагинан, экстракт дрожжевой, ароматизатор пищевой, регулятор кислотности кислота молочная, базилик сушеный, асафетида, краситель бета-каротин, экстракт бересты бетулиносодержащий.
",new
308084,Веганский Бутербродный Сыр Volkomolko,https://taplink.cc/vegandelivery/o/4b374/,https://s.taplink.cc/p/0/9/b/f/1611717.jpg?0,in stock,280.00 RUB,PROFILE845465,"Самый сырный веганский сыр! Сливочный, пикантный, с лёгкой сырной кислинкой. Отлично подходит для бутербродов, холодных закусок и салатов. Немного плавится в горячих блюдах.

280 гр. 100% Vegan",new
308082,Веганский Сыр Бутербродный,https://taplink.cc/vegandelivery/o/4b372/,https://s.taplink.cc/p/f/7/1/e/1611712.jpg?0,in stock,280.00 RUB,PROFILE845465,"Веганский бутербродный сыр от Volkomolko отлично подходит для бутербродов, холодных закусок и салатов. 280 гр. 100% Vegan",new
307576,Кесадильная Ra,https://taplink.cc/vegandelivery/o/4b178/,https://s.taplink.cc/p/c/5/5/9/1609954.jpg?0,in stock,420.00 RUB,PROFILE845465,"Тонкая кокосовая лепешка с начинкой из авокадо, болгарского перца, кукурузы, красного лука и перца чили в ореховом соусе. 

Состав: кокосовый блин, соус ореховый, авокадо, перец болгарский, кукуруза свежемороженая, лук красный, петрушка, соевый соус Bragg, перец чили свежий, шпинат, сухой перец чипотле. 

195 гр. 

Quesadilla

(coconut pancake, bechamel sauce, avocado, bell pepper, freshed-frozen corn, red onion, parsley, soy sauce Bragg, chili pepper, spinach, dry pepper chipotle) ",new
307574,Греческий Салат Ra,https://taplink.cc/vegandelivery/o/4b176/,https://s.taplink.cc/p/1/a/0/7/1609795.jpg?0,in stock,390.00 RUB,PROFILE845465,"Известный средиземноморский салат в нашем исполнении - это блюдо с крупными оливками каламата сырой маринации, плотным кешью-сыром, сладкими помидорами черри, хрустящими огурчиками, болгарским перцем, заправленное сыродавленным оливковым маслом и каплей лимонного фреша. Звучит просто, на вкус - изумительно! 

Состав: помидоры черри, огурец, перец болгарский, оливки RAW, кешью-сыр, лук красный, масло оливковое, сок лимона, лук зеленый.

230 гр.

Greek 

(cherry tomatoes, cucumber, bell pepper, olives RAW, fermented cashew cheese, red onion, olive oil, lemon fresh, green onion)",new
307571,Песто Паста,https://taplink.cc/vegandelivery/o/4b173/,https://s.taplink.cc/p/9/8/5/b/1609786.jpg?0,in stock,370.00 RUB,PROFILE845465,"Паста из спелых цукини с восхитительным соусом ""Песто"" собственного приготовления. Подается с кешью-сыром, базиликом и кольцом томата. 

Состав: цукини, соус ""Песто"", кешью-сыр, томат, базилик свежий, кедровый орех, жёлтый сухой сыр. 

Вес: 195 гр.

Pesto Pasta 

(zucchini, pesto sauce, cashew cheese, tomato, basil, pine nut, yellow dry cheese) ",new
307515,Чизкейк Veganga,https://taplink.cc/vegandelivery/o/4b13b/,https://s.taplink.cc/p/b/3/f/2/1609708.jpg?0,in stock,200.00 RUB,PROFILE845465,Веганский чизкейк собственного приготовления.,new
307504,RawФронт,https://taplink.cc/vegandelivery/o/4b130/,https://s.taplink.cc/p/7/6/6/0/1609660.jpg?0,in stock,80.00 RUB,PROFILE845465,"Веганская, сыроедческая версия конфет ""Рот-фронт"" от Raw To Go. 

Есть в трёх видах: тёмный, светлый и двойной.",new
307502,Веганский Пикник,https://taplink.cc/vegandelivery/o/4b12e/,https://s.taplink.cc/p/2/e/1/0/1609657.jpg?0,in stock,200.00 RUB,PROFILE845465,"Состав: выпаренный ячменный солод, сироп топинамбура, светлый лён, изюм, розовая соль, рисовое молоко, жареный кешью, взорванный рис, сырой шоколад.",new
307474,Ягодные Морсы,https://taplink.cc/vegandelivery/o/4b112/,https://s.taplink.cc/p/c/3/c/f/1609454.jpg?0,in stock,160.00 RUB,PROFILE845465,Ягодные Морсы в ассортименте,new
306949,Чай "Красная Москва",https://taplink.cc/vegandelivery/o/4af05/,https://s.taplink.cc/p/3/7/5/5/1608032.jpg?0,in stock,0.00 RUB,PROFILE845465,"Каркаде, вода, яблоко, апельсин, сахар, лимон, букет фирменных специй. Особая варка, суточная ферментация.",new
306948,Зеленый чай,https://taplink.cc/vegandelivery/o/4af04/,https://s.taplink.cc/p/e/d/e/a/1608031.jpg?0,in stock,0.00 RUB,PROFILE845465,,new
306947,Компот из сухофруктов,https://taplink.cc/vegandelivery/o/4af03/,https://s.taplink.cc/p/8/8/b/5/1608030.jpg?0,in stock,0.00 RUB,PROFILE845465,,new
306946,Фрешкейк Спирулина,https://taplink.cc/vegandelivery/o/4af02/,https://s.taplink.cc/p/b/b/a/0/1608028.jpg?0,in stock,279.00 RUB,PROFILE845465,"Свежая мята, апельсин, микс из свежевыжатых соков цитрусовых, мякоть кокоса, кешью отборный, грецкий орех отборный, виноград белый дегидрированный, гречиха зелёная алтайская, финики, стевия, сироп топинамбура, Spirulina superfood пресноводная водоросль (порошок), ягоды годжи, ваниль натуральная (стручки), букет нежных пряностей.",new
306945,Фрешкейк Нежное лакомство,https://taplink.cc/vegandelivery/o/4af01/,https://s.taplink.cc/p/d/8/a/3/1608026.jpg?0,in stock,279.00 RUB,PROFILE845465,"Мякоть кокоса, финики, морковь фермерская, апельсин, микс из свежевыжатых соков цитрусовых, морковный сок, кешью отборный, миндаль отборный, гречиха зелёная алтайская, лён алтайский, стевия, сироп топинамбура, топинамбур, семена чиа, корица натуральная молотая, ваниль натуральная (стручки), букет нежных пряностей.",new
306944,Фрешкейк Клубничный брауни,https://taplink.cc/vegandelivery/o/4af00/,https://s.taplink.cc/p/2/e/d/4/1608025.jpg?0,in stock,279.00 RUB,PROFILE845465,"Клубника, финики, микс из свежевыжатых соков цитрусовых, смородина, орех кешью отборный, орех миндаль отборный, порошок стручков рожкового дерева (кэроб), стевия, сироп топинамбура, какао-масло элитного сорта Криолло, ягоды асаи, ваниль натуральная (стручки), букет нежных пряностей.
",new
306943,Фрешкейк Смородиновый брауни,https://taplink.cc/vegandelivery/o/4aeff/,https://s.taplink.cc/p/9/d/3/c/1608024.jpg?0,in stock,279.00 RUB,PROFILE845465,"Смородина фермерская, смородиновые листья, финики, микс из свежевыжатых соков цитрусовых, кешью отборный, миндаль отборный, порошок стручков рожкового дерева (кэроб), стевия, сироп топинамбура, какао-масло элитного сорта Криолло, ягоды годжи, ваниль натуральная (стручки), букет нежных пряностей.",new
306942,Фрешкейк Малиновый брауни,https://taplink.cc/vegandelivery/o/4aefe/,https://s.taplink.cc/p/e/6/3/f/1608023.jpg?0,in stock,279.00 RUB,PROFILE845465,"Малина, финики, микс из свежевыжатых соков цитрусовых, смородина, кешью отборный, миндаль отборный, порошок стручков рожкового дерева (кэроб), стевия, сироп топинамбура, какао-масло элитного сорта Криолло, ягоды годжи, ваниль натуральная (стручки), букет нежных пряностей.",new
306941,Десертный фалафель,https://taplink.cc/vegandelivery/o/4aefd/,https://s.taplink.cc/p/f/4/c/6/1608022.jpg?0,in stock,249.00 RUB,PROFILE845465,"Отборный нут, финики, мякоть апельсина, натуральный сок цитрусовых, цедра апельсина, вода, букет фирменных специй.",new
306940,Слайс-сырники,https://taplink.cc/vegandelivery/o/4aefc/,https://s.taplink.cc/p/1/6/4/5/1608021.jpg?0,in stock,249.00 RUB,PROFILE845465,"Окара, изюм, корица, ванилин, мука льняная, мука пшеничная, соевый лецитин, разрыхлитель, лимонная кислота, соль, сахар.",new
306939,Пельмени Веганашки ,https://taplink.cc/vegandelivery/o/4aefb/,https://s.taplink.cc/p/6/8/8/8/1608020.jpg?0,in stock,299.00 RUB,PROFILE845465,"Замороженные веганские пельмени. Состав: ферментированное тесто, отборный горох нут, 3 вида свежей зелени, букет фирменных специй, чеснок.",new
306938,Соус Хайнц,https://taplink.cc/vegandelivery/o/4aefa/,https://s.taplink.cc/p/1/6/9/6/1608019.jpg?0,in stock,35.00 RUB,PROFILE845465,"В составе нет ингредиентов животного происхождения.

Вес нетто — 25 мл.",new
306936,Картофельные ломтики с чёрным перцем,https://taplink.cc/vegandelivery/o/4aef8/,https://s.taplink.cc/p/4/8/1/8/1608014.jpg?0,in stock,249.00 RUB,PROFILE845465,"Рифлёные ломтики золотистого отборного картофеля с тонкой кожицей, 
посыпанные черным перцем, приготовленные в печи! Классика жанра и ничего лишнего.

Состав: картофель, специи.",new
306935,Картофель по-домашнему,https://taplink.cc/vegandelivery/o/4aef7/,https://s.taplink.cc/p/9/8/6/5/1608012.jpg?0,in stock,229.00 RUB,PROFILE845465,"Ломтики томлёной картошечки, приготовленные в печи. Вкусно, как у бабушки! Тёплое, родное, домашнее)

Состав: отборный картофель.",new
306933,Картофельные солнышки,https://taplink.cc/vegandelivery/o/4aef5/,https://s.taplink.cc/p/5/5/5/b/1608005.jpg?0,in stock,199.00 RUB,PROFILE845465,"Милые кругленькие картофельные котлетки из натёртой и пропаренной картошечки. Приготовлены в печи! Никаких животных ингредиентов, никакого фритюрного жира!

Состав: отборный пропаренный картофель.",new
306926,Картофель по-деревенски,https://taplink.cc/vegandelivery/o/4aeee/,https://s.taplink.cc/p/d/6/5/6/1607981.jpg?0,in stock,200.00 RUB,PROFILE845465,"Картофель дольками в специях, приготовленный без фритюрных жиров, исключительно в печи!",new
306923,Фалафель,https://taplink.cc/vegandelivery/o/4aeeb/,https://s.taplink.cc/p/5/e/7/9/1607975.jpg?0,in stock,350.00 RUB,PROFILE845465,"8 шариков фалафеля. Состав: отборный нут, 3 вида свежей зелени, букет фирменных специй, чеснок.",new
306921,Слайс-дог с темпе,https://taplink.cc/vegandelivery/o/4aee9/,https://s.taplink.cc/p/0/d/7/5/1607974.jpg?0,in stock,299.00 RUB,PROFILE845465,"Эксклюзивный слайс-дог с копчёным темпе! Невероятный, божественный вкус и гиперусвояемость. Источник легкоусвояемого растительного белка.

Состав: булочка, темпе копчёный, маринованные огурчики, свежие томаты, 
100% веганский соевый майонез, кетчуп, сладкий жареный лучок.",new
306920,Слайс-дог с сейтаном,https://taplink.cc/vegandelivery/o/4aee8/,https://s.taplink.cc/p/f/7/d/6/1607972.jpg?0,in stock,279.00 RUB,PROFILE845465,"Источник дополнительного растительного белка. Быстро утоляет голод, очень вкусный, полезный и этичный, как настоящий веганский хот-дог!

Состав: булочка, сейтан копчёный, маринованные огурчики, свежие томаты,
100% веганский соевый майонез, кетчуп, сладкий жареный лучок.",new
306919,Слайс-дог с фалафелем,https://taplink.cc/vegandelivery/o/4aee7/,https://s.taplink.cc/p/a/1/3/3/1607971.jpg?0,in stock,259.00 RUB,PROFILE845465,"Булочка без молока и яиц, шарики фалафеля, маринованные огурцы, томаты свежие, кетчуп, соевый майонез, сладкий жареный криспи-лучок.",new
306918,Слайс-дог веганский,https://taplink.cc/vegandelivery/o/4aee6/,https://s.taplink.cc/p/4/f/f/1/1607970.jpg?0,in stock,249.00 RUB,PROFILE845465,"Булочка без молока и яиц, веганская сосиска, маринованные огурцы, томаты свежие, кетчуп, соевый майонез, сладкий жареный криспи-лучок.",new
306916,Брокколи пицца в форме сердца,https://taplink.cc/vegandelivery/o/4aee4/,https://s.taplink.cc/p/d/6/0/1/1607968.jpg?0,in stock,999.00 RUB,PROFILE845465,"Ферментированное тесто, томатный соус, 3 вида веганского сыра, брокколи, любовь.

Диаметр — 30-35 см.",new
306915,Пицца "Бомбита",https://taplink.cc/vegandelivery/o/4aee3/,https://s.taplink.cc/p/4/e/3/5/1607965.jpg?0,in stock,1150.00 RUB,PROFILE845465,"Дерзкая. Непокорная. Жгучая. Роковая. Исключительный состав этой новой острой пиццы рвёт все кулинарные каноны к чертям! Устоишь? Ну-ну)

Состав: ферментированное тесто, фирменный томатный соус, 3 вида веганских сыров без лактозы, ферментированный копчёный темпе, фирменный веганский фарш, убийственный перчик халапеньо, маринованные огурчики, свежие сочные томаты, сладкий болгарский перчик, сахарная отборная кукуруза, сладкий красный лучок, 
острый чили перчик-латинос, красная паприка.",new
306913,Протеиновая пицца,https://taplink.cc/vegandelivery/o/4aee1/,https://s.taplink.cc/p/9/d/8/5/1607957.jpg?0,in stock,1050.00 RUB,PROFILE845465,"Ферментированное тесто, томатный соус, 3 вида веганского сыра, фарш веганский, тофу копчёный, сейтан копчёный, огурцы маринованные, протеин подсолнечный, горошек зелёный, кунжут.",new
306911,Пицца Авокадная,https://taplink.cc/vegandelivery/o/4aedf/,https://s.taplink.cc/p/4/0/f/0/1607955.jpg?0,in stock,1000.00 RUB,PROFILE845465,"Яркая, деликатесная, соблазнительная красотка с уникальным гипервитаминным и минеральным составом авокадо и грецкого ореха. Умопомрачительный кладезь витаминов А, В, С, Е, К, минералов, полиненасыщенных жиров. Забирай, пока не увели!

Состав: ферментированное тесто, фирменный томатный соус,
смесь 100% веганских сыров, авокадо, грецкий орех, кунжут, мята.
",new
306908,Пицца Мимоза,https://taplink.cc/vegandelivery/o/4aedc/,https://s.taplink.cc/p/f/9/8/7/1607950.jpg?0,in stock,900.00 RUB,PROFILE845465,"Ферментированное тесто, соево-майонезный соус, чеснок, 3 вида веганского сыра, шпинат, копчёный тофу, сырой нут, куркума.",new
306906,Фалафельная пицца,https://taplink.cc/vegandelivery/o/4aeda/,https://s.taplink.cc/p/f/3/a/5/1607943.jpg?0,in stock,850.00 RUB,PROFILE845465,"Ферментированное тесто, томатный пицца-соус, 3 вида веганского сыра, спирулина, фалафель, огурцы маринованные, картофель по-деревенски, томаты, фасоль стручковая, тофу, кунжут, мята сушёная.",new
306905,Пицца "4 сыра" по вегану,https://taplink.cc/vegandelivery/o/4aed9/,https://s.taplink.cc/p/f/b/3/c/1607935.jpg?0,in stock,850.00 RUB,PROFILE845465,"4 сыра, как 4 стихии, 4 стороны света, 4 вкуса, замиксованные на бесконечной этике и любви. Новая веганская пицца от ""Слайс-пиццы"" — это смесь четырёх 100% веганских сыров для божественного сырного удовольствия.

Первая в России веганская пицца с 4-мя этичными сырами.
Полезный состав, гипоаллергенна, без казеинатов и лактозы, 0% холестерина!

Состав: ферментированное тесто, фирменный томатный соус, 
4 вида 100% веганских сыров.",new
306904,Пицца Красная королева,https://taplink.cc/vegandelivery/o/4aed8/,https://s.taplink.cc/p/6/7/8/9/1610225.jpg?0,in stock,750.00 RUB,PROFILE845465,"Ферментированное тесто, томатный пицца-соус, 3 вида веганского сыра, спирулина, огурцы маринованные, маслины, перец болгарский, свёкла сырая, лук жареный.",new
306901,Пицца Маргарита по вегану,https://taplink.cc/vegandelivery/o/4aed5/,https://s.taplink.cc/p/b/3/e/3/1607929.jpg?0,in stock,450.00 RUB,PROFILE845465,"Томатный пицца-соус, смесь 3-х веганских сыров, томаты.",new
306900,Постная пицца,https://taplink.cc/vegandelivery/o/4aed4/,https://s.taplink.cc/p/a/3/5/9/1607925.jpg?0,in stock,650.00 RUB,PROFILE845465,"Ферментированное тесто, томатный пицца-соус, сыр веганский (3 вида), шампиньоны, болгарский перец, сельдерей, томаты, кунжут, орегано.",new
306897,Веганская пицца,https://taplink.cc/vegandelivery/o/4aed1/,https://s.taplink.cc/p/a/8/1/0/1607923.jpg?0,in stock,800.00 RUB,PROFILE845465,"Ферментированное тесто, томатный пицца-соус, сыр веганский (3 вида), цуккини, колбаса варёная веганская, томаты, перец болгарский, шпинат, сыр тофу, кунжут, орегано.
",new
306896,Гороховый протеин в ассортименте,https://taplink.cc/vegandelivery/o/4aed0/,https://s.taplink.cc/p/2/3/c/5/1607919.jpg?0,in stock,1300.00 RUB,PROFILE845465,"Гороховый протеин VEGSPORT.
Масса нетто: 900 г.
Порций в упаковке: ~ 25.
Одна порция: 35 грамм.

В упаковке есть мерная ложечка.

Состав одной порции (35 г):
Энергетическая ценность: 120 кКал
Калории от жиров: 20 кКал
Насыщенные жиры: 0,5 г
Углеводы: 3 г
Сахар: <1 г
Белки: 24 г.

Не содержит холестерина и транс-жиров.

Состав: изолят горохового белка, подсластитель: сукралоза, какао (для вкуса ""шоколад""), соевый лецитин, ароматизатор идентичный натуральному, натуральный краситель.

Вкусы: ваниль, шоколад, карамель, клубника.

Способ применения: смешайте две мерные ложки протеина с 350-400 мл воды в шейкере или блендере (ну или просто ложкой) и тщательно перемешайте. Принимайте после тренировки или между приёмами пищи.",new
306894,Сейтан копчёный,https://taplink.cc/vegandelivery/o/4aece/,https://s.taplink.cc/p/5/a/e/d/1607914.jpg?0,in stock,160.00 RUB,PROFILE845465,"Копчёный сейтан производства VEGSPORT. Сытный пшеничный продукт, копчёный на буковой щепе.

Состав: белок пшеничный, вода, соевый соус, натуральные специи, гималайская соль.

Пищевая ценность на 100 г: белки — 28 г, жиры — 3 г, углеводы — 14 г.
Энергетическая ценность на 100 г: 290 Ккал.
Масса нетто: 300 г в среднем.
Срок годности: 21 день с даты изготовления.",new
306893,Сейтан,https://taplink.cc/vegandelivery/o/4aecd/,https://s.taplink.cc/p/8/6/2/1/1607913.jpg?0,in stock,130.00 RUB,PROFILE845465,"VEGSNACK SEITAN — кусочек сейтана производства VEGSPORT.

Масса нетто: 300 г.
Состав: пшеничный белок, вода, соевый соус, натуральные специи, гималайская соль. Пищевая ценность на 100 г. продукта: белка 28 г., углеводов 14 г., жиров 3 г.

Сейтан – веганский продукт на основе пшеничного белка. Благодаря своему внешнему виду, текстуре и консистенции этот высокобелковый продукт стал известен во всём мире как растительный заменитель мяса. Сейтан можно использовать в салатах, выпечке, первых и вторых блюдах.

VEGSNACK SEITAN подойдет как для перекуса, так и для полноценного обеда спортсменов, вегетарианцев, веганов, постящихся и людей, ведущих здоровый образ жизни.",new
306892,Темпе копчёный,https://taplink.cc/vegandelivery/o/4aecc/,https://s.taplink.cc/p/c/9/c/5/1607910.jpg?0,in stock,260.00 RUB,PROFILE845465,"Состав: соя, лимонная кислота, закваска.

Масса нетто: 250 г.

Пищевая ценность на 100 г: белки — 19 г, жиры — 11 г, углеводы — 9 г, кальций — 111 мг, железо — 2.7 мг, витамин B6 — 0.2 мг, витамин B12 — 0.1 мг, магний — 81 мг.
Энергетическая ценность на 100 г: 193 Ккал.

Срок хранения: 21 день.",new
306890,Соевое молоко ванильное,https://taplink.cc/vegandelivery/o/4aeca/,https://s.taplink.cc/p/8/0/b/d/1607907.jpg?0,in stock,60.00 RUB,PROFILE845465,"Этичное соевое ""молоко"" с тонким вкусом ванили.

Состав: вода, соевые бобы, сахар, соль, соевый лецитин, ароматизатор идентичный натуральному ""Ваниль"".

Объём: 0.5 л.

Пищевая ценность:
Белки: 3,27
Жиры: 1,75
Углеводы: 6,28
54 Ккал

Хранится 7 дней в холодильнике.

Пожалуйста, сдайте бутылку на переработку!",new
306889,Соевое молоко банановое,https://taplink.cc/vegandelivery/o/4aec9/,https://s.taplink.cc/p/d/0/8/1/1607903.jpg?0,in stock,60.00 RUB,PROFILE845465,"Этичное соевое ""молоко"" со вкусом банана.

Состав: вода, соевые бобы, сахар, соль, соевый лецитин, ароматизатор идентичный натуральному ""Банан"".

Объём: 0.5 л.

Пищевая ценность:
Белки: 3,27
Жиры: 1,75
Углеводы: 6,28
54 Ккал

Хранится 7 дней в холодильнике.

Пожалуйста, сдайте бутылку на переработку!",new
306882,Соевое молоко карамельное,https://taplink.cc/vegandelivery/o/4aec2/,https://s.taplink.cc/p/5/e/b/1/1607895.jpg?0,in stock,60.00 RUB,PROFILE845465,"Этичное соевое ""молоко"" со вкусом карамели.

Состав: вода, соевые бобы, сахар, соль, соевый лецитин, ароматизатор идентичный натуральному ""Карамель"".

Объём: 0.5 л.

Пищевая ценность:
Белки: 3,27
Жиры: 1,75
Углеводы: 6,28
54 Ккал

Хранится 7 дней в холодильнике.

Пожалуйста, сдайте бутылку на переработку!",new
306880,Сырники (Маллакто),https://taplink.cc/vegandelivery/o/4aec0/,https://s.taplink.cc/p/4/0/b/9/1607892.jpg?0,in stock,70.00 RUB,PROFILE845465,"Веганская сухая смесь ""Сырники с изюмом"".

Состав: окара, корица, ваниль, соль, изюм, сахар, разрыхлитель, лимонная кислота, мука пшеничная.

Как готовить: перемешайте смесь, влейте 250 г воды, снова перемешайте, дайте постоять 5 минут, затем сформируйте сырники. Жарьте 7-10 минут на сковороде под крышкой до румяной корочки. Приятного аппетита!

Пищевая ценность на 100 г: белки — 5 г, жиры — 1 г, углеводы — 55 г.
Энергетическая ценность на 100 г: 242 Ккал.

Хранится 6 месяцев в сухом месте.",new
306878,Котлетная смесь,https://taplink.cc/vegandelivery/o/4aebe/,https://s.taplink.cc/p/5/7/0/2/1607889.jpg?0,in stock,70.00 RUB,PROFILE845465,"Веганская сухая котлетная смесь, придуманная Mallakto, чтобы сделать производство более безотходным.

Состав: окара, лук, чеснок, морковь, укроп, паприка, тмин, кориандр, майоран, перец чили, чёрный перец, соль, ячменные хлопья, мука пшеничная, мука льняная.

Масса нетто: 220 г.

Пищевая ценность на 100 г:
Белки: 8.5 г.
Жиры: 2.3 г.
Углеводы: 38 г.
Энергетическая ценность: 196 Ккал.

Способ приготовления: в сухую смесь влить 450 мл воды, хорошо перемешать, дать постоять 5 минут и сформировать котлетки. Жарить 3–5 минут в сковороде под крышкой, на среднем огне, переворачивая.

Из 220 грамм микса окары, овощей, различных специй, двух видов муки и ячменных хлопьев получается 10-12 ароматных котлеток. Храниться смесь может до полугода в сухом месте.",new
306877,Тофу копчёный,https://taplink.cc/vegandelivery/o/4aebd/,https://s.taplink.cc/p/1/e/a/1/1607885.jpg?0,in stock,90.00 RUB,PROFILE845465,"Кусочек ароматнейшего копчёного тофу. Это любовь!
Масса нетто — около 400 г.
Вакуумная упаковка.

Состав: соя (""Сойка""), вода водопроводная очищенная (+ кипит в процессе), соль, коагулянт: бишофит (магний хлористый), соевый соус (соевый соус, пищевая соль, белый сахар, бензоат натрия).

Тофу замачивается в соевом соусе и коптится в коптильне на буковой щепе. 

Срок годности: 21 день в закрытой упаковке.
Хранить при температуре от +2 до +6 °C.

Пищевая ценность:
Белки: 8.70.
Жиры: 3.70.
Углеводы: 1.70.
73 Ккал на 100 г. продукта.",new
306876,Тофу с чесноком и зеленью,https://taplink.cc/vegandelivery/o/4aebc/,https://s.taplink.cc/p/0/c/5/2/1607884.jpg?0,in stock,80.00 RUB,PROFILE845465,"Кусочек тофу с укропом, чесноком и приправами.
Масса нетто около 400 г.
Вакуумная упаковка.

Состав: соя (""Сойка""), вода водопроводная очищенная (+ кипит в процессе), соль, коагулянт: бишофит (магний хлористый), чеснок сушёный, укроп сушёный.

Срок годности: 21 день в закрытой упаковке.
Хранить при температуре от +2 до +6 °C.

Пищевая ценность:
Белки: 8.70.
Жиры: 3.70.
Углеводы: 1.70.
73 Ккал на 100 г. продукта.",new
306873,Тофу ,https://taplink.cc/vegandelivery/o/4aeb9/,https://s.taplink.cc/p/5/0/c/e/1607880.jpg?0,in stock,175.00 RUB,PROFILE845465,"Вакуумная упаковка.

Состав: соя (""Сойка""), вода водопроводная очищенная (+ кипит в процессе), соль, коагулянт: бишофит (магний хлористый).

Срок годности: 21 день в закрытой упаковке.
Хранить при температуре от +2 до +6 °C.

Пищевая ценность:
Белки: 8.70.
Жиры: 3.70.
Углеводы: 1.70.
73 Ккал на 100 г. продукта.",new
306871,Наполеон шоколадный целый (Raw),https://taplink.cc/vegandelivery/o/4aeb7/,https://s.taplink.cc/p/f/b/2/9/1607876.jpg?0,in stock,2880.00 RUB,PROFILE845465,"Сыроедческий веганский шоколадный Наполеон.

Состав: кокосовые сливки, кокосовое масло, кокосовое молоко, сироп топинамбура, банан, мука миндаля, шоколад (какао-масло, тертое какао, орех кешью, мука из зеленой гречки, выпаренный тростниковый сок, органическая ваниль, кэроб).

Вес нетто — 1560 г.
Пищевая ценность в одном куске (130 г): белки — 7,9, жиры — 25,56, углеводы — 45,8.
Энергетическая ценность: 411,8 Ккал.

Срок годности — 12 дней с даты, указанной на упаковке, при температуре от +5 °С до +22 °С. Либо 30 дней при температуре от 0 °С до –18 °С и относительной влажности воздуха не более 70%.",new
306870,Наполеон целый (Raw),https://taplink.cc/vegandelivery/o/4aeb6/,https://s.taplink.cc/p/7/6/2/6/1607875.jpg?0,in stock,2880.00 RUB,PROFILE845465,"Сыроедческий веганский Наполеон с ""заварным"" кремом.

Состав: кокосовые сливки, кокосовое масло, кокосовое молоко, сироп топинамбура, банан, кокосовый сахар, ваниль, сироп цикория, мука миндаля.

Пищевая ценность в одном куске (130 г): белки — 12,71, жиры — 27,43, углеводы — 43,79.
Энергетическая ценность: 434,12 Ккал.

Срок годности — 12 дней с даты, указанной на упаковке, при температуре от +5 °С до +22 °С. Либо 30 дней при температуре от 0 °С до –18 °С и относительной влажности воздуха не более 70%.",new
